Agglomeration_ID,Agglomeration_Name,Country,AU_Regions,ISO3,Longitude,Latitude,Altitude,Population_2015,Density_2015,Builtup,Distance to metro,Closest Metro,Voronoi,Population_1950,Population_1960,Population_1970,Population_1980,Population_1990,Population_2000,Population_2010,pop_growth
1408,Shanbarat al-Maumuna & Kafr al-Tamimi,Egypt,North Africa,EGY,31.37,30.596,10,"52,950",15482,3.42,53,Cairo,22,"4,918","5,643","6,854","8,790","12,380","14,922","27,794",254.8
1409,Umuabi,Nigeria,West Africa,NGA,7.373,6.273,341,"52,888",2800,18.89,61,Onitsha,203, -   , -   ,"10,200","17,200","29,100","38,500","51,000",37.4
1410,Nseleni,South Africa,Southern Africa,ZAF,31.995,-28.654,81,"52,770",3513,15.02,164,Durban,813, -   , -   , -   , -   , -   ,"31,856","37,423",65.7
1411,Manqatin,Egypt,North Africa,EGY,30.656,28.344,35,"52,698",25458,2.07,206,Cairo,12,"7,597","8,462","9,774","11,637","14,086","18,246","29,325",188.8
1412,Municipio de Moatize,Mozambique,Southern Africa,MOZ,33.718,-16.116,176,"52,679",3646,14.45,145,Blantyre,6938, -   , -   , -   , -   , -   ,"29,609","41,683",77.9
1413,Ouenza,Algeria,North Africa,DZA,8.134,35.948,582,"52,677",6968,7.56,207,Tunis,865, -   ,"6,743","21,797","31,745","36,950","40,673","48,785",29.5
1414,Asosa Town,Ethiopia,East Africa,ETH,34.545,10.064,1555,"52,677",5022,10.49,460,Addis Ababa City,7917, -   , -   , -   , -   ,"7,686","16,386","30,852",221.5
1415,Foumbot,Cameroon,Central Africa,CMR,10.631,5.515,1064,"52,643",3994,13.18,191,Douala,1908, -   ,"7,700","11,000","13,579","29,546","42,108","51,670",25
1416,Mellit,Sudan,East Africa,SDN,25.547,14.136,927,"52,592",2487,21.15,767,Khartum,50022, -   , -   , -   ,"15,688","29,523","41,507","51,338",26.7
1417,Mao,Chad,Central Africa,TCD,15.312,14.122,331,"52,552",6370,8.25,220,Ndjamena/Kousséri [TCD],64618, -   , -   ,"4,265","7,032","11,496","20,834","38,605",152.2
1418,Cidade de Mocuba,Mozambique,Southern Africa,MOZ,36.96,-16.853,138,"52,520",2618,20.06,240,Blantyre,8752, -   , -   ,"2,300", -   , -   ,"135,858","44,307",-61.3
1419,Ain El Aouda,Morocco,North Africa,MAR,-6.794,33.803,235,"52,443",7781,6.74,83,Casablanca,986, -   , -   , -   , -   ,"14,783","19,412","37,229",170.2
1420,Arlit,Niger,West Africa,NER,7.393,18.738,426,"52,419",3935,13.32,756,Kano,156579, -   , -   , -   ,"12,945","33,152","37,905","46,912",38.3
1421,Isiolo aggl.,Kenya,East Africa,KEN,37.588,0.361,1095,"52,417",3202,16.37,119,Embu aggl.,11997, -   , -   , -   , -   , -   , -   ,"49,396",#VALUE!
1422,Effiduase,Ghana,West Africa,GHA,-1.385,6.841,314,"52,395",2972,17.63,33,Kumasi,333,"3,197","6,200","6,967","8,290","11,747","33,347","38,842",57.1
1423,Wad Sharifay,Sudan,East Africa,SDN,36.447,15.366,523,"52,275",5100,10.25,265,Asmara,250, -   , -   , -   , -   ,"45,411","48,041","50,824",8.8
1424,Jebba,Nigeria,West Africa,NGA,4.825,9.125,112,"52,271",9317,5.61,213,Ibadan,2040, -   , -   , -   ,"12,700","18,500","28,100","42,700",86
1425,Gairo,Tanzania,East Africa,TZA,36.873,-6.148,1279,"52,260",7228,7.23,257,Dar es Salaam,3949, -   , -   , -   ,"15,176","30,177","22,704","46,296",130.2
1426,Bichena Town,Ethiopia,East Africa,ETH,38.206,10.441,2474,"52,227",4042,12.92,177,Addis Ababa City,1216, -   , -   , -   ,"6,537","10,559","14,076","19,181",271
1427,Bambari,Central African Republic,Central Africa,CAF,20.668,5.764,447,"52,210",8644,6.04,281,Bangui,9177, -   ,"14,815","27,995","34,261","38,929","40,847","47,609",27.8
1428,Asamankese,Ghana,West Africa,GHA,-0.665,5.859,150,"52,208",5290,9.87,58,Accra,478,"9,844","16,700","16,905","21,114","26,936","34,855","46,061",49.8
1429,al-Birsha,Egypt,North Africa,EGY,30.904,27.745,49,"52,182",10416,5.01,267,Cairo,495,"7,033","8,694","10,745","13,706","17,719","22,570","45,558",131.2
1430,Kwoi,Nigeria,West Africa,NGA,8.007,9.443,760,"52,089",7705,6.76,288,Kano,1449, -   , -   , -   , -   ,"12,200","22,600","41,700",130.5
1431,Hlahlindlela,South Africa,Southern Africa,ZAF,30.716,-27.992,1154,"52,057",3042,17.11,184,Manzini,1552, -   , -   , -   ,"13,680","21,805","44,822","49,524",16.1
1432,Municipio de Vilankulo,Mozambique,Southern Africa,MOZ,35.296,-21.994,25,"52,053",2402,21.67,502,Cidade de Maputo,16875, -   , -   , -   , -   , -   ,"23,718","43,564",119.5
1433,Cidade de Inhambane,Mozambique,Southern Africa,MOZ,35.406,-23.903,12,"52,034",2199,23.66,354,Cidade de Maputo,578, -   , -   ,"5,000","56,250","53,934","55,724","47,037",-6.6
1434,Kintampo,Ghana,West Africa,GHA,-1.726,8.043,304,"52,017",3447,15.09,151,Kumasi,5774,"3,143","4,700","7,149","11,520","18,176","28,276","44,232",84
1435,Aiyetoro Gbede,Nigeria,West Africa,NGA,5.99,7.997,456,"52,010",7000,7.43,237,Ibadan,249, -   , -   , -   ,"12,100","17,100","25,300","37,400",105.6
1436,Boung,South Sudan,East Africa,SSD,33.751,9.985,454,"52,000",6508,7.99,531,Sodo Town,6351, -   , -   , -   , -   , -   , -   ,"39,419",#VALUE!
1437,Miliana,Algeria,North Africa,DZA,2.221,36.306,816,"51,977",3739,13.9,90,Alger,210,"5,384","7,671","18,593","23,695","30,146","40,449","48,902",28.5
1438,Tshivhase,South Africa,Southern Africa,ZAF,30.219,-22.909,1008,"51,942",1718,30.23,349,Bulawayo,687, -   , -   , -   , -   , -   ,"20,096","50,595",158.5
1439,Minshat Abd al-Magid,Egypt,North Africa,EGY,30.777,29.185,13,"51,911",10638,4.88,115,Cairo,25,"4,060","5,023","6,178","8,091","11,334","15,866","22,822",227.2
1440,Dilolo,Democratic Republic of the Congo,Central Africa,COD,22.347,-10.684,1024,"51,900",6000,8.65,570,Lubumbashi,5906, -   , -   ,"14,100","10,642","11,028","14,116","17,827",267.7
1441,Bvumbwe UA,Malawi,Southern Africa,MWI,35.099,-15.921,1087,"51,899",3123,16.62,19,Blantyre,421, -   , -   , -   , -   ,"3,815","4,296","47,881",1108.1
1442,Guerrara,Algeria,North Africa,DZA,4.49,32.792,316,"51,886",3209,16.17,460,Alger,11496, -   , -   ,"14,355","21,364","37,395","47,517","46,384",9.2
1443,Bakhanis,Egypt,North Africa,EGY,32.172,26.13,70,"51,859",16463,3.15,452,Cairo,82,"8,809","6,319","6,757","7,777","11,233","13,779","17,975",276.4
1444,Fria,Guinea,West Africa,GIN,-13.578,10.368,192,"51,820",6366,8.14,74,Conakry,3222, -   , -   ,"12,287","30,600","42,924","46,818","50,120",10.7
1445,Phalombe,Malawi,Southern Africa,MWI,35.668,-15.755,845,"51,809",3656,14.17,69,Blantyre,1394, -   , -   ,388,"1,665","3,240","2,868","45,766",1706.5
1446,Qaukeni,South Africa,Southern Africa,ZAF,29.568,-31.374,613,"51,798",1086,47.7,218,Durban,1598, -   , -   , -   , -   , -   ,"31,274","48,123",65.6
1447,Cidade de Manica,Mozambique,Southern Africa,MOZ,32.868,-18.941,738,"51,733",2764,18.72,226,Harare,2044, -   , -   , -   , -   , -   ,"30,539","40,627",69.4
1448,Ekehen/Ugbegun,Nigeria,West Africa,NGA,6.248,6.618,264,"51,726",4482,11.54,127,Onitsha,262, -   , -   , -   , -   ,"31,500","40,400","51,700",28
1449,Dambatta,Nigeria,West Africa,NGA,8.515,12.433,465,"51,653",7803,6.62,48,Kano,1244,"7,815","11,825","15,000","19,000","24,900","32,600","42,600",58.4
1450,Matsulu,South Africa,Southern Africa,ZAF,31.331,-25.513,379,"51,638",3090,16.71,95,Mbabane,1519, -   , -   , -   ,"10,100","14,263","36,809","45,475",40.3
1451,Catumbela (sul),Angola,Southern Africa,AGO,13.495,-12.514,42,"51,581",6440,8.01,398,Luanda,754, -   , -   , -   , -   ,"5,900","10,000","29,831",415.8
1452,Wukro Town,Ethiopia,East Africa,ETH,39.594,13.788,1990,"51,476",8594,5.99,186,Asmara,947, -   , -   ,"6,150","10,786","14,947","21,736","35,138",136.8
1453,Kamba,Nigeria,West Africa,NGA,3.662,11.854,180,"51,468",7763,6.63,249,Niamey,721, -   , -   ,"10,100","16,800","28,200","36,500","47,200",41
1454,El Milia,Algeria,North Africa,DZA,6.273,36.749,46,"51,408",5167,9.95,288,Alger,112,877,"6,843","9,369","15,671","27,633","40,583","48,046",26.7
1455,Makamba,Burundi,Central Africa,BDI,29.808,-4.139,1485,"51,404",3452,14.89,23,Bujumbura,865,,,,, -   , -   ,"44,412",#VALUE!
1456,Arab al-Raml,Egypt,North Africa,EGY,31.149,30.515,12,"51,375",18154,2.83,44,Cairo,129,"5,431","6,741","8,597","10,860","23,642","29,293","44,935",75.4
1457,Wannune,Nigeria,West Africa,NGA,8.883,7.567,177,"51,308",7635,6.72,279,Onitsha,580, -   , -   , -   ,"11,400","15,800","23,400","34,600",119.3
1458,Opobo (Ikot Abasi),Nigeria,West Africa,NGA,7.581,4.574,7,"51,300",5000,10.26,148,Onitsha,356,"23,085","39,035","28,000","19,000","13,700","26,000","49,400",97.3
1459,Birnin Kudu,Nigeria,West Africa,NGA,9.479,11.452,439,"51,298",7588,6.76,120,Kano,1049,"5,238","4,975","8,000","14,000","23,000","28,300","34,700",81.3
1460,Khashim al-Girba,Sudan,East Africa,SDN,35.896,14.959,466,"51,292",5134,9.99,327,Asmara,1171, -   ,"3,607","6,875","15,184","31,400","40,237","45,770",27.5
1461,Iperu,Nigeria,West Africa,NGA,3.666,6.917,93,"51,288",4495,11.41,47,Lagos,107,"9,215","13,211","15,000","16,000","17,600","27,300","42,500",87.9
1462,Ushapa,Nigeria,West Africa,NGA,7.409,9.221,612,"51,280",8000,6.41,331,Kano,481, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
1463,Buwana,Uganda,East Africa,UGA,32.108,0.06,1181,"51,239",3483,14.71,60,Kampala,1131, -   , -   , -   , -   ,"30,982","39,032","46,510",31.3
1464,Mutum Biyu,Nigeria,West Africa,NGA,10.781,8.644,132,"51,192",7200,7.11,445,Kano,2728, -   , -   , -   ,"12,200","17,300","22,400","29,000",128.5
1465,Nkopola UA,Malawi,Southern Africa,MWI,35.186,-14.377,483,"51,050",3494,14.61,154,Blantyre,1206, -   , -   , -   , -   ,"3,288","4,313","42,949",1083.6
1466,Koulikoro,Mali,West Africa,MLI,-7.564,12.874,349,"51,030",4805,10.62,49,Bamako,3492,"3,800","6,216","13,467","17,694","22,698","30,939","43,496",64.9
1467,Issele Uku,Nigeria,West Africa,NGA,6.477,6.316,268,"51,030",7000,7.29,86,Onitsha,61, -   , -   , -   , -   ,"9,700","14,200","20,700",259.4
1468,Mukedi,Democratic Republic of the Congo,Central Africa,COD,19.779,-5.644,699,"51,000",5937,8.59,508,Kinshasa,1446, -   , -   , -   , -   , -   , -   ,"33,900",#VALUE!
1469,al-Maymun,Egypt,North Africa,EGY,31.19,29.24,26,"50,946",27538,1.85,99,Cairo,26,"7,967","7,590","9,148","11,185","16,510","21,593","43,611",135.9
1470,Ofugu Inye,Nigeria,West Africa,NGA,7.62,7.564,384,"50,826",6661,7.63,203,Onitsha,468, -   , -   , -   ,"15,700","25,300","32,700","42,300",55.4
1471,Muganza,Rwanda,East Africa,RWA,28.99,-2.615,1398,"50,812",8169,6.22,106,Bujumbura,120, -   , -   , -   , -   , -   ,"17,342","47,172",193
1472,Pobé,Benin,West Africa,BEN,2.659,6.977,126,"50,804",6234,8.15,47,Porto Novo,272, -   ,"6,600","9,025","12,663","19,967","29,665","42,516",71.3
1473,Qita Mansur,Egypt,North Africa,EGY,31.044,31.41,1,"50,777",338513,0.15,143,Cairo,172, -   , -   , -   ,"11,408","20,609","34,587","44,961",46.8
1474,Ogoja,Nigeria,West Africa,NGA,8.804,6.656,71,"50,773",7401,6.86,213,Onitsha,78, -   ,"12,920","15,000","17,000","19,400","26,500","36,200",91.6
1475,Hayk Town,Ethiopia,East Africa,ETH,39.692,11.289,2062,"50,717",4520,11.22,293,Addis Ababa City,625, -   , -   ,"3,200","4,729","6,752","10,037","14,957",405.3
1476,Apala,Democratic Republic of the Congo,Central Africa,COD,31.048,2.014,848,"50,700",2998,16.91,257,Kampala,1850, -   , -   , -   , -   , -   , -   ,"33,700",#VALUE!
1477,Bapo Ba Ga Mogale,South Africa,Southern Africa,ZAF,27.673,-25.723,1216,"50,594",2588,19.55,64,Johannesburg,742, -   , -   , -   , -   , -   ,"31,311","43,115",61.6
1478,Kabulasoke,Uganda,East Africa,UGA,31.799,0.142,1213,"50,564",3174,15.93,90,Kampala,1804, -   , -   , -   , -   ,"38,287","42,014","47,127",20.4
1479,al-Ansar,Egypt,North Africa,EGY,30.778,27.371,56,"50,551",10466,4.83,309,Cairo,7723,"4,791","5,955","7,196","7,363","6,755","9,356","26,326",440.3
1480,Tse Agberagba,Nigeria,West Africa,NGA,8.665,7.08,111,"50,468",7400,6.82,225,Onitsha,1033, -   , -   , -   ,"15,700","25,500","34,900","47,800",44.6
1481,Mojo Town,Ethiopia,East Africa,ETH,39.124,8.583,1789,"50,428",4140,12.18,70,Addis Ababa City,903, -   , -   ,"4,940","10,457","18,259","25,195","34,159",100.2
1482,Gaya,Niger,West Africa,NER,3.453,11.894,188,"50,368",5198,9.69,231,Niamey,680, -   ,"3,689","5,797","9,569","16,424","27,008","41,039",86.5
1483,Shubra Khit,Egypt,North Africa,EGY,30.712,31.022,6,"50,365",12718,3.96,112,Cairo,12,"9,417","11,209","13,678","16,993","20,995","25,708","31,018",95.9
1484,Zagne,Cote d`Ivoire,West Africa,CIV,-7.489,6.213,231,"50,217",11706,4.29,317,Bouake,2813, -   ,363,"1,200","3,840","10,076","19,639","37,876",155.7
1485,Vila de Mocimboa da Praia,Mozambique,Southern Africa,MOZ,40.348,-11.355,20,"50,214",3821,13.14,521,Dar es Salaam,2918, -   , -   ,900, -   , -   ,"45,287","42,884",10.9
1486,Dimbokro,Cote d`Ivoire,West Africa,CIV,-4.711,6.653,94,"50,213",7461,6.73,121,Bouake,2290,"1,731","8,226","22,139","33,769","39,880","48,040","49,364",4.5
1487,Swakopmund,Namibia,Southern Africa,NAM,14.548,-22.655,28,"50,203",2611,19.23,258,Windhoek,47897,"2,900","4,700","5,700","11,389","17,051","23,041","41,728",117.9
1488,Abis 6,Egypt,North Africa,EGY,29.987,31.098,-5,"50,152",44779,1.12,162,Cairo,254, -   , -   ,"4,385","5,762","8,277","13,533","20,761",270.6
1489,Dedougou,Burkina Faso,West Africa,BFA,-3.459,12.468,301,"50,090",2687,18.64,167,Bobo-Dioulasso,3030,"2,800","3,451","6,082","12,350","25,609","35,527","43,143",41
1490,Ouessé Centre,Benin,West Africa,BEN,2.423,8.495,229,"50,078",10863,4.61,203,Ibadan,391, -   , -   , -   ,"2,246","9,782","22,701","40,889",120.6
1491,Nerrir-Mutonga,Mozambique,Southern Africa,MOZ,36.81,-17.597,14,"50,051",3319,15.08,278,Blantyre,251, -   , -   , -   , -   , -   , -   ,"31,687",#VALUE!
1492,Mongo,Chad,Central Africa,TCD,18.693,12.184,429,"50,034",4520,11.07,396,Ndjamena/Kousséri [TCD],13174, -   ,"4,800","6,909","10,986","16,367","25,534","39,984",96
1493,Mbera (Camp de refugies),Mauritania,North Africa,MRT,-5.793,15.838,286,"50,000",15432,3.24,424,Bamako,15572, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
1494,Kwanobuhle,South Africa,Southern Africa,ZAF,25.379,-33.804,123,"49,968",8273,6.04,533,Maseru,654, -   , -   , -   , -   , -   ,"40,757","46,687",22.6
1495,Agnibilekrou,Cote d`Ivoire,West Africa,CIV,-3.204,7.136,232,"49,958",4731,10.56,180,Kumasi,2553, -   ,"3,125","9,443","17,580","26,058","34,449","44,106",45
1496,Monze,Zambia,Southern Africa,ZMB,27.475,-16.281,1122,"49,902",3058,16.32,129,Lusaka,9168, -   ,"2,700","4,764","13,141","15,910","24,603","39,752",102.8
1497,Bakwa-Kalondji/Luka,Democratic Republic of the Congo,Central Africa,COD,23.451,-6.113,749,"49,900",16973,2.94,723,Bujumbura,483, -   , -   ,"37,799","38,719","41,000","44,000","48,000",13.4
1498,Bouknadel,Morocco,North Africa,MAR,-6.678,34.196,23,"49,829",3283,15.18,115,Casablanca,386, -   , -   , -   , -   , -   ,"12,218","27,679",307.8
1499,Goba Town,Ethiopia,East Africa,ETH,39.971,7.007,2750,"49,828",3331,14.96,175,Hawassa City,2083,"4,217","6,364","11,780","19,216","26,015","29,990","37,010",66.1
1500,Tadjenanet,Algeria,North Africa,DZA,5.986,36.119,854,"49,783",4131,12.05,273,Alger,426, -   ,"5,504","6,624","11,831","21,722","32,277","44,342",54.2
1501,Kumi,Uganda,East Africa,UGA,33.936,1.489,1134,"49,770",4020,12.38,77,Mbale,3168, -   , -   ,"1,531","1,648","10,821","8,932","11,809",457.2
1502,Lakhdaria,Algeria,North Africa,DZA,3.587,36.565,148,"49,758",4976,10,53,Alger,392,"2,437","10,739","12,628","20,329","30,518","39,042","45,858",27.4
1503,Assin Foso,Ghana,West Africa,GHA,-1.281,5.696,159,"49,701",4761,10.44,116,Kumasi,866,"2,926","5,284","7,249","9,397","13,989","22,837","41,768",117.6
1504,Okigwi,Nigeria,West Africa,NGA,7.344,5.83,165,"49,673",4065,12.22,30,Onitsha,396, -   ,"6,102","9,000","14,000","20,800","30,100","43,500",65
1505,Khuma,South Africa,Southern Africa,ZAF,26.857,-26.852,1330,"49,586",11219,4.42,161,Johannesburg,536, -   , -   , -   ,"12,880","23,681","42,408","47,068",16.9
1506,Daraw,Egypt,North Africa,EGY,32.933,24.396,96,"49,584",10373,4.78,657,Cairo,179,"16,277","13,766","15,722","20,331","26,787","33,272","41,447",49
1507,Shubra al-Nakhla,Egypt,North Africa,EGY,31.482,30.43,11,"49,558",9756,5.08,40,Cairo,24,"6,746","8,193","10,254","13,368","18,176","23,222","29,331",113.4
1508,Sumusta,Egypt,North Africa,EGY,30.856,28.925,32,"49,556",20478,2.42,139,Cairo,25,"13,201","14,621","15,629","18,979","25,323","33,139","42,422",49.5
1509,Kanye,Botswana,Southern Africa,BWA,25.331,-24.984,1336,"49,530",1457,33.99,69,Gaborone,5262,"5,550","7,207","10,265","18,849","29,876","39,486","46,259",25.4
1510,Goluj,Eritrea,East Africa,ERI,36.726,14.743,678,"49,490",7000,7.07,244,Asmara,1631, -   , -   , -   , -   , -   ,"10,159","29,194",387.2
1511,Tilili Town,Ethiopia,East Africa,ETH,37.007,10.835,2415,"49,488",2317,21.36,275,Addis Ababa City,340, -   , -   , -   , -   , -   ,"6,642","10,710",645.1
1512,Igangan,Nigeria,West Africa,NGA,3.186,7.667,151,"49,483",7696,6.43,85,Ibadan,1238, -   ,"9,512","11,000","13,000","15,800","28,000","49,500",76.7
1513,Murape,Zimbabwe,Southern Africa,ZWE,31.19,-17.585,1506,"49,480",1445,34.25,36,Harare,924, -   , -   , -   , -   , -   , -   ,"29,724",#VALUE!
1514,Ibanda,Uganda,East Africa,UGA,30.494,-0.138,1448,"49,437",3141,15.74,187,Kigali,2235, -   , -   ,149,625,"2,620","15,654","27,912",215.8
1515,Sidi Bouzid,Tunisia,North Africa,TUN,9.5,35.04,325,"49,400",2851,17.3,207,Tunis,1896, -   , -   ,"5,199","13,797","27,610","37,687","44,915",31.1
1516,Gazirat Suudi,Egypt,North Africa,EGY,31.962,30.864,12,"49,388",18224,2.71,106,Cairo,20,"8,699","13,325","17,383","22,176","28,133","34,699","42,864",42.3
1517,Kobo Town,Ethiopia,East Africa,ETH,41.501,9.367,2052,"49,372",3522,14.02,282,Hargeisa,204, -   , -   , -   , -   , -   ,"4,947","6,537",898
1518,Mopa,Nigeria,West Africa,NGA,5.893,8.127,290,"49,321",6243,7.9,231,Ibadan,584, -   , -   , -   , -   ,"9,800","22,000","49,300",124.2
1519,Pallisa,Uganda,East Africa,UGA,33.712,1.175,1067,"49,320",2459,20.06,78,Mbale,2386, -   , -   ,549,"1,782","2,846","16,097","30,529",206.4
1520,Lubao,Democratic Republic of the Congo,Central Africa,COD,25.748,-5.383,645,"49,300",6905,7.14,458,Bujumbura,11667, -   , -   ,"11,228","12,693","15,460","19,790","24,991",149.1
1521,Bariadi,Tanzania,East Africa,TZA,33.983,-2.819,1294,"49,293",3723,13.24,249,Kisii aggl.,7663, -   , -   , -   ,"5,923","19,339","30,320","33,921",62.6
1522,Mpika,Zambia,Southern Africa,ZMB,31.405,-11.847,1362,"49,197",2819,17.45,328,Ndola,33635, -   , -   ,"5,400","14,375","20,950","25,856","39,724",90.3
1523,Dormaa Ahenkro,Ghana,West Africa,GHA,-2.877,7.277,275,"49,172",3176,15.48,151,Kumasi,1227, -   ,"7,100","8,959","10,892","15,116","22,913","41,284",114.6
1524,Jaji (NT),Nigeria,West Africa,NGA,7.562,10.817,664,"49,163",7718,6.37,168,Kano,1124, -   , -   ,"10,300","17,800","30,600","38,800","49,200",26.7
1525,Agenebode,Nigeria,West Africa,NGA,6.682,7.103,78,"49,140",6500,7.56,149,Onitsha,684, -   , -   , -   ,"13,300","19,900","26,800","36,000",83.4
1526,Ndunyu aggl.,Kenya,East Africa,KEN,36.36,0.019,2390,"49,119",1475,33.29,126,Embu aggl.,795, -   , -   , -   , -   , -   , -   ,"43,851",#VALUE!
1527,Ifon,Nigeria,West Africa,NGA,5.772,6.93,142,"49,114",6821,7.2,189,Onitsha,352,"13,110","24,308","23,000","22,000","20,800","28,400","38,800",72.9
1528,Rukoma,Rwanda,East Africa,RWA,29.915,-1.922,1693,"49,084",2594,18.92,31,Kigali,999, -   , -   , -   , -   , -   ,"32,064","47,920",53.1
1529,Tirfa,Egypt,North Africa,EGY,30.624,28.416,36,"49,064",11967,4.1,200,Cairo,2524,"4,716","5,631","6,621","8,515","11,967","15,961","34,278",207.4
1530,Abyar,Egypt,North Africa,EGY,30.868,30.84,10,"49,056",23585,2.08,87,Cairo,36,"12,784","14,326","16,196","19,013","22,809","26,286","44,050",86.6
1531,Korba,Tunisia,North Africa,TUN,10.87,36.58,3,"49,052",2899,16.9,68,Tunis,305, -   , -   ,"11,293","17,623","25,827","39,439","45,961",24.4
1532,Lessel,Nigeria,West Africa,NGA,9.027,7.128,172,"49,031",5688,8.62,260,Onitsha,502, -   , -   , -   ,"11,900","16,800","23,000","31,600",113.2
1533,Kalimva,Democratic Republic of the Congo,Central Africa,COD,29.565,3.141,848,"49,000",5000,9.8,291,Juba,1829, -   , -   , -   , -   , -   , -   ,"32,600",#VALUE!
1534,Talata Mafara,Nigeria,West Africa,NGA,6.064,12.564,319,"48,960",8000,6.12,276,Kano,932,"14,060","17,854","17,000","17,000","15,900","22,900","33,000",113.8
1535,Arochukwu,Nigeria,West Africa,NGA,7.892,5.396,56,"48,960",4000,12.24,102,Onitsha,896, -   , -   , -   , -   , -   , -   , -   ,#VALUE!
1536,Selibe Phikwe,Botswana,Southern Africa,BWA,27.845,-21.975,864,"48,951",3292,14.87,215,Bulawayo,5309, -   , -   ,"4,059","24,213","38,482","48,626","49,459",0.7
1537,Sandoa,Democratic Republic of the Congo,Central Africa,COD,22.878,-9.704,918,"48,900",7006,6.98,547,Lubumbashi,14063, -   , -   , -   , -   ,"6,564","8,002","9,668",511.1
1538,Vila de Caia,Mozambique,Southern Africa,MOZ,35.334,-17.824,30,"48,876",4932,9.91,230,Blantyre,3402, -   , -   , -   , -   , -   ,"12,261","37,932",298.6
1539,Kaedi,Mauritania,North Africa,MRT,-13.503,16.158,20,"48,858",5192,9.41,294,Touba Mosquée,2908,"5,720","6,599","14,585","22,737","30,666","31,310","41,930",56
1540,al-Qusir,Egypt,North Africa,EGY,34.271,26.121,11,"48,834",5639,8.66,534,Cairo,15831,"2,797","3,952","7,423","14,928","20,379","24,595","39,619",98.6
1541,Torit,South Sudan,East Africa,SSD,32.572,4.407,612,"48,800",3410,14.31,122,Juba,12603, -   ,"3,978","10,929","15,088","19,001","26,105","38,043",86.9
1542,Luiza,Democratic Republic of the Congo,Central Africa,COD,22.392,-7.207,866,"48,800",6002,8.13,744,Lubumbashi,2585, -   , -   , -   , -   ,"8,613","11,574","15,261",321.6
1543,Ubuluku,Nigeria,West Africa,NGA,6.45,6.233,200,"48,730",6515,7.48,83,Onitsha,167, -   , -   , -   ,"16,300","26,900","33,000","40,400",47.7
1544,Kiala,Democratic Republic of the Congo,Central Africa,COD,25.396,-10.659,1424,"48,700",6599,7.38,252,Lubumbashi,1089, -   , -   , -   , -   , -   , -   ,"32,400",#VALUE!
1545,Qamn al-Arus,Egypt,North Africa,EGY,31.173,29.296,28,"48,686",21168,2.3,93,Cairo,20,"9,600","11,336","12,218","17,454","22,119","27,574","41,678",76.6
1546,Faya,Chad,Central Africa,TCD,19.11,17.936,246,"48,647",5417,8.98,775,Ndjamena/Kousséri [TCD],366389, -   , -   ,"5,963","7,940","9,395","16,610","34,001",192.9
1547,Hai Mjini,Tanzania,East Africa,TZA,37.138,-3.328,961,"48,646",2100,23.16,239,Nairobi aggl.,598, -   , -   , -   , -   ,"13,085","22,763","44,453",113.7
1548,Azab Bisintawi,Egypt,North Africa,EGY,30.469,31.198,-2,"48,634",2790,17.43,140,Cairo,126,"5,481","13,181","17,181","20,851","25,984","31,532","36,874",54.2
1549,Uku,Angola,Southern Africa,AGO,14.298,-11.403,1067,"48,607",9154,5.31,295,Luanda,5783, -   , -   , -   , -   ,"8,500","17,400","37,270",179.4
1550,Sokoni(Nakuru),Kenya,East Africa,KEN,36.437,-0.717,1930,"48,586",6237,7.79,69,Nairobi aggl.,798, -   , -   , -   , -   , -   , -   ,"41,100",#VALUE!
1551,Mang'ula,Tanzania,East Africa,TZA,36.906,-7.839,401,"48,576",6871,7.07,268,Dar es Salaam,5527, -   , -   , -   , -   , -   ,"35,714","43,033",36
1552,Busowa,Uganda,East Africa,UGA,33.693,0.604,1092,"48,560",12881,3.77,87,Mbale,150, -   , -   , -   , -   , -   , -   ,"41,141",#VALUE!
1553,Gimbi Town,Ethiopia,East Africa,ETH,35.828,9.175,1868,"48,551",4316,11.25,301,Sodo Town,2442,"2,884","4,125","41,290","11,809","17,052","24,764","35,813",96.1
1554,Kityerera,Uganda,East Africa,UGA,33.537,0.327,1164,"48,546",7730,6.28,105,Kampala,2795, -   , -   , -   , -   , -   , -   ,"51,518",#VALUE!
1555,Lindi,Tanzania,East Africa,TZA,39.703,-9.988,41,"48,515",4770,10.17,358,Dar es Salaam,2751,"8,909","11,105","12,388","11,782","26,247","39,897","46,240",21.6
1556,Narok aggl.,Kenya,East Africa,KEN,35.867,-1.088,1911,"48,513",4837,10.03,111,Nairobi aggl.,9376, -   , -   ,"2,798","6,068","13,030","22,984","36,376",111.1
1557,Mubende,Uganda,East Africa,UGA,31.383,0.56,1461,"48,507",4682,10.36,138,Kampala,3841, -   , -   ,"6,056","6,635","8,114","14,442","24,368",235.9
1558,Manguno,Nigeria,West Africa,NGA,13.612,12.675,288,"48,436",8046,6.02,168,Ndjamena/Kousséri [TCD],1981, -   , -   , -   ,"15,000","23,700","33,200","46,500",45.9
1559,Mansur Kawti,Sudan,East Africa,SDN,31.292,17.993,249,"48,405",2100,23.05,304,Khartum,7390, -   , -   , -   , -   ,"2,652","8,475","27,079",471.2
1560,Bena-Tshibangu,Democratic Republic of the Congo,Central Africa,COD,23.658,-6.188,575,"48,400",6505,7.44,705,Bujumbura,401, -   , -   , -   , -   , -   , -   ,"44,779",#VALUE!
